股票代號,日期,資金流向,MFI(%)
3013,2022-04-26,-106000,46.85
3011,2022-04-26,-9806000,41.96
3010,2022-04-26,-16507000,30.42
3008,2022-04-26,-351455000,27.05
3006,2022-04-26,-108386000,44.11
3005,2022-04-26,-9658000,36.43
3004,2022-04-26,1000,50.07
3003,2022-04-26,-6996000,38.89
2820,2022-04-26,10898000,81.11
3002,2022-04-26,47000,56.76
2939,2022-04-26,-747000,11.38
2929,2022-04-26,-225000,28.12
2923,2022-04-26,-75000,39.87
2916,2022-04-26,23000,53.17
2915,2022-04-26,-64527000,39.99
2913,2022-04-26,-5165000,42.02
2912,2022-04-26,91243000,67.25
2911,2022-04-26,-22000,45.24
2908,2022-04-26,-343000,19.26
2906,2022-04-26,-6187000,47.13
2905,2022-04-26,462000,62.31
2945,2022-04-26,-119000,44.48
3017,2022-04-26,-167076000,36.76
2816,2022-04-26,39000,66.72
2809,2022-04-26,-46134000,35.05
2641,2022-04-26,-23994000,38.56
2640,2022-04-26,1391000,81.73
2637,2022-04-26,-548346000,29.24
2636,2022-04-26,-15847000,40.47
2634,2022-04-26,66781000,55.74
2633,2022-04-26,-9566000,42.08
2630,2022-04-26,-5930000,33.83
2618,2022-04-26,-2183780000,37.14
2617,2022-04-26,-2813000,49.01
2616,2022-04-26,1120000,76.36
2615,2022-04-26,-754502000,28.61
2614,2022-04-26,-60402000,34.42
2613,2022-04-26,33340000,54.29
2612,2022-04-26,-3127000,39.93
2611,2022-04-26,-17412000,44.30
2610,2022-04-26,-1975438000,32.96
2609,2022-04-26,-1432574000,30.89
2608,2022-04-26,-129898000,37.94
2607,2022-04-26,-223637000,39.62
2606,2022-04-26,-363674000,33.56
3289,2022-04-26,-1046000,32.76
2605,2022-04-26,-176973000,34.52
2603,2022-04-26,-2016314000,35.07
2642,2022-04-26,-60963000,47.91
2643,2022-04-26,-138000,37.68
2645,2022-04-26,-2976000,28.88
2701,2022-04-26,-179000,36.39
2801,2022-04-26,-16418000,46.77
2761,2022-04-26,637000,67.83
2758,2022-04-26,1016000,83.43
2753,2022-04-26,1089000,53.08
2748,2022-04-26,-158000,40.94
2745,2022-04-26,-398000,41.44
2743,2022-04-26,-65110000,42.46
2741,2022-04-26,0,49.96
2739,2022-04-26,24000,53.31
2736,2022-04-26,-256000,23.54
2734,2022-04-26,-102000,48.97
2812,2022-04-26,11205000,59.13
2732,2022-04-26,394000,57.27
2730,2022-04-26,-8000,44.67
2729,2022-04-26,-2641000,16.66
2727,2022-04-26,1529000,58.48
2726,2022-04-26,205000,90.13
2723,2022-04-26,-12652000,21.98
2722,2022-04-26,-29000,46.72
2707,2022-04-26,-2279000,46.85
2706,2022-04-26,420000,67.47
2705,2022-04-26,-221000,24.08
2704,2022-04-26,-2453000,32.87
2702,2022-04-26,-2140000,45.26
2731,2022-04-26,-11797000,35.30
3018,2022-04-26,36000,62.95
2832,2022-04-26,808000,60.75
3206,2022-04-26,-53000,42.05
3205,2022-04-26,-116000,36.98
3202,2022-04-26,-872000,45.12
3189,2022-04-26,-1067786000,32.10
3188,2022-04-26,33000,55.23
3184,2022-04-26,37000,72.03
3178,2022-04-26,298000,58.73
3176,2022-04-26,-11016000,27.81
3171,2022-04-26,44000,52.46
3169,2022-04-26,-79309000,38.66
3167,2022-04-26,-1967000,25.06
3164,2022-04-26,-689000,39.52
3163,2022-04-26,1322000,67.84
3162,2022-04-26,232000,56.46
3149,2022-04-26,-2259000,26.41
3147,2022-04-26,-613000,20.89
3141,2022-04-26,-131294000,30.99
3138,2022-04-26,-5546000,27.41
3135,2022-04-26,-231000,39.22
3131,2022-04-26,-7174000,6.90
3130,2022-04-26,794000,83.37
3128,2022-04-26,-733000,12.08
3122,2022-04-26,-19110000,26.64
3118,2022-04-26,-1015000,22.10
3207,2022-04-26,6804000,69.40
3209,2022-04-26,-2431000,44.31
3211,2022-04-26,-1539000,47.66
3213,2022-04-26,-1085000,27.73
3285,2022-04-26,-20000,33.20
3276,2022-04-26,-1222000,24.68
3019,2022-04-26,-2119000,46.77
3272,2022-04-26,150000,72.80
3268,2022-04-26,-180000,35.80
3266,2022-04-26,-2200000,32.44
3265,2022-04-26,-1289000,39.86
3264,2022-04-26,-39797000,22.74
3260,2022-04-26,-6470000,45.20
3259,2022-04-26,-74000,16.96
3257,2022-04-26,-829000,38.55
3114,2022-04-26,-180000,39.44
3236,2022-04-26,203000,58.81
3232,2022-04-26,-1491000,39.48
3231,2022-04-26,-77065000,32.43
3230,2022-04-26,-822000,28.53
3229,2022-04-26,-81000,30.52
3228,2022-04-26,-19118000,33.81
3227,2022-04-26,-5695000,44.18
3224,2022-04-26,15744000,70.15
3221,2022-04-26,11184000,66.52
3219,2022-04-26,6000,50.27
3218,2022-04-26,1985000,50.99
3217,2022-04-26,-21004000,25.60
3234,2022-04-26,163000,55.38
3287,2022-04-26,-152000,27.31
3152,2022-04-26,-8178000,28.59
3097,2022-04-26,47000,75.93
3045,2022-04-26,272962000,78.28
3044,2022-04-26,111331000,72.82
3043,2022-04-26,-102000,37.67
3042,2022-04-26,-138169000,23.97
3041,2022-04-26,-4991000,42.51
3040,2022-04-26,-69000,41.69
3038,2022-04-26,894000,59.13
3037,2022-04-26,-442490000,44.79
3105,2022-04-26,45900000,55.63
3035,2022-04-26,-60018000,49.36
3034,2022-04-26,133812000,56.16
3046,2022-04-26,-1084000,25.35
3033,2022-04-26,-10401000,37.22
3031,2022-04-26,-713000,35.43
3030,2022-04-26,-6470000,39.81
3029,2022-04-26,-4877000,24.80
3028,2022-04-26,-4927000,37.43
3027,2022-04-26,265000,53.47
3026,2022-04-26,-657000,47.92
3025,2022-04-26,-200000,38.70
3024,2022-04-26,-567000,44.26
3023,2022-04-26,-37808000,39.05
3022,2022-04-26,-673000,14.36
3021,2022-04-26,207000,60.31
3032,2022-04-26,-1915000,10.03
3047,2022-04-26,2077000,68.81
3036,2022-04-26,13581000,52.53
3049,2022-04-26,-5855000,39.02
3095,2022-04-26,52000,74.91
3094,2022-04-26,-2387000,31.91
3092,2022-04-26,-10793000,33.73
3048,2022-04-26,-1659000,45.40
3090,2022-04-26,-1315000,39.36
3088,2022-04-26,2288000,53.64
3086,2022-04-26,-4328000,31.19
3085,2022-04-26,323000,97.04
3083,2022-04-26,-9554000,26.83
3078,2022-04-26,-1812000,29.57
3071,2022-04-26,-2404000,25.51
3066,2022-04-26,-447000,44.54
3081,2022-04-26,4126000,62.10
3060,2022-04-26,622000,56.04
3050,2022-04-26,6488000,60.28
3051,2022-04-26,-2440000,42.75
3062,2022-04-26,-10625000,34.63
3054,2022-04-26,42000,56.55
3055,2022-04-26,798000,69.01
3052,2022-04-26,365000,62.77
3057,2022-04-26,-359000,18.18
3058,2022-04-26,-1445000,35.85
3059,2022-04-26,-4308000,46.90
3056,2022-04-26,1879000,62.24
6129,2022-04-27,-4461000,42.69
6121,2022-04-27,-52039000,32.13
6128,2022-04-27,-540000,36.78
6130,2022-04-27,-373000,46.07
6127,2022-04-27,-2390000,35.42
6126,2022-04-27,488000,52.79
6125,2022-04-27,-5662000,39.20
6133,2022-04-27,-1264000,7.87
6123,2022-04-27,326000,55.42
6122,2022-04-27,-5829000,36.26
6120,2022-04-27,-995000,47.51
6104,2022-04-27,-90234000,48.41
6117,2022-04-27,0,50.00
6116,2022-04-27,-22407000,45.51
6115,2022-04-27,-465000,44.88
6113,2022-04-27,-196000,40.84
6112,2022-04-27,80000,50.64
6111,2022-04-27,-3210000,42.87
6109,2022-04-27,-45000,42.23
6108,2022-04-27,125000,52.31
6101,2022-04-27,0,50.00
6134,2022-04-27,-147000,47.91
6028,2022-04-27,1000,50.53
6118,2022-04-27,-190000,49.14
6136,2022-04-27,-830000,37.89
5475,2022-04-27,1172000,56.20
6139,2022-04-27,-6620000,14.60
6168,2022-04-27,-5636000,36.75
6026,2022-04-27,-8186000,42.92
6167,2022-04-27,-2428000,30.78
6166,2022-04-27,179000,54.02
6165,2022-04-27,-2938000,24.58
6164,2022-04-27,660000,53.07
6163,2022-04-27,48000,50.52
6161,2022-04-27,-2361000,34.38
6160,2022-04-27,-903000,14.39
6158,2022-04-27,-1910000,24.12
6156,2022-04-27,-345000,48.01
6155,2022-04-27,-151000,41.05
6154,2022-04-27,-171000,8.47
6153,2022-04-27,-2584000,46.41
6152,2022-04-27,-705000,31.36
6151,2022-04-27,479000,62.39
6150,2022-04-27,-9799000,46.31
6148,2022-04-27,-319000,18.47
6147,2022-04-27,-76628000,36.69
6146,2022-04-27,-2381000,44.39
6144,2022-04-27,-136000,9.11
6143,2022-04-27,978000,53.64
6142,2022-04-27,-509000,34.28
6141,2022-04-27,28000,51.01
6140,2022-04-27,-688000,27.64
6138,2022-04-27,-106290000,39.40
6024,2022-04-27,-2118000,28.08
5483,2022-04-27,-164139000,41.47
6021,2022-04-27,-577000,19.43
5534,2022-04-27,-6661000,29.91
5533,2022-04-27,653000,56.09
5531,2022-04-27,-352000,46.40
5530,2022-04-27,4374000,56.88
5529,2022-04-27,-122000,45.72
5525,2022-04-27,-484000,14.95
5523,2022-04-27,-119000,40.20
5522,2022-04-27,-3792000,46.06
5521,2022-04-27,-2169000,32.14
5519,2022-04-27,-1175000,42.09
5516,2022-04-27,-16000,48.03
5536,2022-04-27,-17381000,22.23
5515,2022-04-27,-336000,40.80
5511,2022-04-27,-89000,45.52
5508,2022-04-27,-1058000,43.59
5498,2022-04-27,-1057000,36.48
5493,2022-04-27,-1204000,12.68
5490,2022-04-27,-307000,12.56
5488,2022-04-27,-7000,49.51
5484,2022-04-27,-443000,21.28
5481,2022-04-27,355000,57.92
5478,2022-04-27,1095000,57.32
5474,2022-04-27,-3482000,47.29
6169,2022-04-27,-322000,5.74
5512,2022-04-27,-2282000,31.26
5538,2022-04-27,-1887000,21.66
5546,2022-04-27,-338000,12.58
5547,2022-04-27,-142000,26.68
6020,2022-04-27,-121000,33.30
6016,2022-04-27,5833000,58.82
6015,2022-04-27,-5801000,37.57
6005,2022-04-27,-17225000,40.22
5907,2022-04-27,-112000,42.97
5905,2022-04-27,-676000,43.70
5904,2022-04-27,-3434000,46.05
5903,2022-04-27,-1575000,27.84
5902,2022-04-27,-865000,24.22
5880,2022-04-27,-135155000,29.63
5878,2022-04-27,0,50.18
5876,2022-04-27,-75588000,19.50
5871,2022-04-27,29232000,51.89
5864,2022-04-27,-510000,37.43
5863,2022-04-27,232000,86.27
5859,2022-04-27,-154000,28.74
5820,2022-04-27,-1443000,15.44
5706,2022-04-27,-24667000,40.12
5701,2022-04-27,-938000,6.92
5609,2022-04-27,-27324000,34.51
5608,2022-04-27,-41013000,45.84
5607,2022-04-27,-10223000,29.58
5604,2022-04-27,-762000,24.96
5603,2022-04-27,-32084000,32.39
5601,2022-04-27,112000,59.01
6023,2022-04-27,-1328000,26.37
6170,2022-04-27,3441000,54.57
6425,2022-04-27,810000,84.61
6173,2022-04-27,-1942000,38.92
6281,2022-04-27,1372000,63.82
6279,2022-04-27,-17927000,29.41
6278,2022-04-27,-15873000,45.82
6277,2022-04-27,-1288000,27.82
6276,2022-04-27,-387000,20.26
6275,2022-04-27,-1057000,44.17
6274,2022-04-27,88060000,66.04
6272,2022-04-27,-336000,41.27
6271,2022-04-27,-80087000,42.09
6270,2022-04-27,1003000,67.79
6269,2022-04-27,-156508000,29.95
6282,2022-04-27,-18504000,41.05
6266,2022-04-27,-2128000,40.12
6264,2022-04-27,24000,63.95
6263,2022-04-27,-443000,40.65
6261,2022-04-27,-10312000,29.53
6259,2022-04-27,-277000,37.46
6257,2022-04-27,-20414000,41.15
6251,2022-04-27,-1661000,49.20
6248,2022-04-27,-464000,34.87
6247,2022-04-27,-21000,33.23
6246,2022-04-27,-140000,8.53
6245,2022-04-27,-4206000,38.43
6244,2022-04-27,-27936000,34.04
6265,2022-04-27,-1181000,36.15
6243,2022-04-27,-1276000,42.06
6283,2022-04-27,-1663000,39.44
6285,2022-04-27,-75943000,42.19
6434,2022-04-27,43000,62.29
5471,2022-04-27,-3375000,47.79
6432,2022-04-27,37000,53.23
6431,2022-04-27,225000,66.23
6426,2022-04-27,-928000,26.70
6423,2022-04-27,1591000,58.17
6419,2022-04-27,85000,80.60
6418,2022-04-27,98000,81.79
6416,2022-04-27,-3875000,23.95
6415,2022-04-27,2080000,50.11
6414,2022-04-27,-2096000,49.13
6284,2022-04-27,-7236000,26.35
6412,2022-04-27,-2505000,40.58
6409,2022-04-27,-35235000,29.54
6407,2022-04-27,-171000,43.33
6405,2022-04-27,-273000,32.46
6403,2022-04-27,-83000,35.98
6294,2022-04-27,-1079000,9.19
6292,2022-04-27,-857000,17.18
6291,2022-04-27,142000,62.96
6290,2022-04-27,-32489000,22.43
6289,2022-04-27,0,50.28
6288,2022-04-27,454000,52.93
6287,2022-04-27,-154000,11.54
6411,2022-04-27,-2441000,49.48
6242,2022-04-27,-4683000,36.23
6241,2022-04-27,-2007000,45.68
6240,2022-04-27,-98000,40.68
6203,2022-04-27,-671000,45.01
6202,2022-04-27,15080000,56.06
6201,2022-04-27,-42000,47.40
6199,2022-04-27,2822000,75.52
6197,2022-04-27,-3997000,23.03
6196,2022-04-27,-6749000,45.97
6195,2022-04-27,157000,54.63
6192,2022-04-27,-857000,37.52
6191,2022-04-27,-8950000,39.05
6190,2022-04-27,-14412000,40.28
6189,2022-04-27,-1257000,46.04
6204,2022-04-27,-53000,47.95
6188,2022-04-27,-6042000,41.56
6186,2022-04-27,283000,53.26
6185,2022-04-27,144000,54.33
6184,2022-04-27,280000,59.44
6183,2022-04-27,-425000,16.72
6182,2022-04-27,-78233000,43.44
6180,2022-04-27,4007000,56.07
6179,2022-04-27,772000,67.15
6177,2022-04-27,91000,50.34
6176,2022-04-27,62470000,68.33
6175,2022-04-27,1402000,55.62
6174,2022-04-27,-626000,45.92
6187,2022-04-27,-24027000,36.36
6205,2022-04-27,5415000,52.22
6206,2022-04-27,-6436000,18.91
6207,2022-04-27,-4206000,28.79
6239,2022-04-27,137408000,67.38
6237,2022-04-27,-9747000,40.75
6235,2022-04-27,-21210000,45.06
6234,2022-04-27,-509000,31.04
6233,2022-04-27,704000,54.27
6231,2022-04-27,-3196000,40.74
6230,2022-04-27,-8539000,43.79
6229,2022-04-27,-1323000,39.15
6228,2022-04-27,-104000,43.37
6227,2022-04-27,879000,64.83
6226,2022-04-27,-2902000,36.12
6225,2022-04-27,213000,70.63
6224,2022-04-27,-4651000,40.00
6223,2022-04-27,-9148000,39.55
6222,2022-04-27,251000,66.23
6220,2022-04-27,-893000,15.64
6219,2022-04-27,9090000,85.07
6218,2022-04-27,-58000,44.09
6217,2022-04-27,765000,50.16
6216,2022-04-27,-58000,49.82
6215,2022-04-27,-1699000,39.29
6214,2022-04-27,-11834000,31.91
6213,2022-04-27,4402000,52.41
6209,2022-04-27,-843000,45.38
6208,2022-04-27,-4366000,41.15
6171,2022-04-27,-1075000,22.94
5469,2022-04-27,-4812000,40.66
4402,2022-04-27,-125000,43.16
5465,2022-04-27,-151000,14.46
4746,2022-04-27,386000,50.26
4745,2022-04-27,598000,61.78
4744,2022-04-27,-545000,44.71
4743,2022-04-27,51953000,59.63
4739,2022-04-27,-58228000,43.73
4738,2022-04-27,143000,79.00
4737,2022-04-27,-281000,33.56
4736,2022-04-27,-220129000,18.98
4735,2022-04-27,-3105000,10.65
4732,2022-04-27,-127000,39.05
4726,2022-04-27,-3623000,35.58
4749,2022-04-27,-121000,49.69
4722,2022-04-27,-3926000,14.04
4720,2022-04-27,-300000,46.88
4716,2022-04-27,-1170000,47.79
4714,2022-04-27,-6306000,17.56
4712,2022-04-27,63000,82.33
4711,2022-04-27,-474000,27.15
4707,2022-04-27,-2473000,41.43
4706,2022-04-27,-359000,18.81
4702,2022-04-27,415000,51.20
4584,2022-04-27,-69000,44.73
4583,2022-04-27,-484000,33.25
4582,2022-04-27,196000,58.06
4721,2022-04-27,-24215000,44.20
4580,2022-04-27,-336000,41.16
4754,2022-04-27,-194000,27.23
4760,2022-04-27,-744000,43.88
4931,2022-04-27,-26139000,39.10
4930,2022-04-27,849000,57.64
4927,2022-04-27,-11006000,45.22
4925,2022-04-27,-1271000,46.43
4924,2022-04-27,-186000,6.04
4923,2022-04-27,-618000,43.25
4919,2022-04-27,494326000,60.68
4916,2022-04-27,-2255000,34.73
4915,2022-04-27,-21034000,46.44
4912,2022-04-27,10929000,54.91
4909,2022-04-27,215000,55.38
4755,2022-04-27,-31198000,45.31
4908,2022-04-27,-3060000,39.54
4906,2022-04-27,-18979000,40.78
4904,2022-04-27,176469000,60.79
4903,2022-04-27,-689000,4.07
4807,2022-04-27,53000,66.74
4806,2022-04-27,-9000,34.82
4804,2022-04-27,-27229000,35.18
4771,2022-04-27,9000,50.04
4770,2022-04-27,1274000,53.32
4768,2022-04-27,7687000,75.91
4766,2022-04-27,-19136000,17.09
4763,2022-04-27,-2067000,8.00
4907,2022-04-27,290000,92.85
4576,2022-04-27,-1682000,37.94
4572,2022-04-27,-628000,40.42
4565,2022-04-27,-57000,42.95
4506,2022-04-27,618000,68.02
4503,2022-04-27,4092000,76.62
4502,2022-04-27,-147000,16.92
4440,2022-04-27,-1037000,39.08
4439,2022-04-27,-398000,20.12
4438,2022-04-27,-2372000,28.12
4433,2022-04-27,-280000,27.32
4432,2022-04-27,499000,69.21
4431,2022-04-27,-93000,45.02
4426,2022-04-27,-1990000,29.83
4420,2022-04-27,0,50.58
4510,2022-04-27,-211000,23.14
4417,2022-04-27,-405000,34.22
4414,2022-04-27,-2097000,44.58
4413,2022-04-27,-81000,23.40
4406,2022-04-27,-292000,34.77
4401,2022-04-27,696000,77.52
4306,2022-04-27,-2812000,40.67
4304,2022-04-27,-287000,15.08
4303,2022-04-27,-6808000,10.79
4207,2022-04-27,-7131000,39.43
4205,2022-04-27,228000,66.86
4197,2022-04-27,-11000,40.31
6435,2022-04-27,-4736000,43.59
4416,2022-04-27,886000,85.21
4513,2022-04-27,-343000,47.29
4523,2022-04-27,-23000,43.79
4526,2022-04-27,-430000,33.39
4564,2022-04-27,-512000,47.08
4563,2022-04-27,-116000,25.12
4562,2022-04-27,-180000,45.39
4561,2022-04-27,159000,71.54
4560,2022-04-27,-339000,16.65
4557,2022-04-27,78000,66.78
4554,2022-04-27,-383000,20.29
4552,2022-04-27,89000,61.81
4551,2022-04-27,-17749000,21.43
4550,2022-04-27,-67000,28.59
4549,2022-04-27,-452000,42.49
4546,2022-04-27,-430000,29.64
4545,2022-04-27,259000,66.77
4543,2022-04-27,254000,71.44
4541,2022-04-27,-47000,49.29
4540,2022-04-27,-946000,34.23
4537,2022-04-27,-128000,14.54
4536,2022-04-27,-4775000,24.70
4535,2022-04-27,72000,75.50
4534,2022-04-27,-384000,44.36
4533,2022-04-27,-208000,37.74
4532,2022-04-27,-2024000,39.91
4529,2022-04-27,-549000,24.15
4528,2022-04-27,73000,58.18
4527,2022-04-27,-326000,20.04
4933,2022-04-27,-259000,40.28
4934,2022-04-27,-2917000,42.69
4935,2022-04-27,3301000,59.56
4938,2022-04-27,-144052000,26.82
5324,2022-04-27,-162000,36.05
5321,2022-04-27,4151000,52.30
5315,2022-04-27,-639000,38.65
5312,2022-04-27,-62000,46.20
5309,2022-04-27,-36036000,26.42
5306,2022-04-27,-10845000,26.09
5302,2022-04-27,-1027000,28.15
5301,2022-04-27,161000,64.24
5299,2022-04-27,-10928000,36.85
5291,2022-04-27,40000,50.58
5289,2022-04-27,-19557000,27.28
5328,2022-04-27,-1033000,31.93
5288,2022-04-27,3492000,70.32
5285,2022-04-27,-14291000,39.42
5284,2022-04-27,-261000,20.10
5283,2022-04-27,-339000,46.98
5274,2022-04-27,-218160000,35.62
5272,2022-04-27,-1029000,39.64
5269,2022-04-27,135785000,56.48
5263,2022-04-27,-884000,39.01
5262,2022-04-27,30000,58.14
5258,2022-04-27,-63749000,25.28
5254,2022-04-27,0,50.16
5251,2022-04-27,-2413000,19.20
5287,2022-04-27,9000,50.18
5340,2022-04-27,1349000,98.08
5344,2022-04-27,-309000,40.77
5347,2022-04-27,20000000,52.31
5464,2022-04-27,64000,55.32
5460,2022-04-27,184000,83.28
5457,2022-04-27,-17374000,25.74
5452,2022-04-27,-1167000,35.08
5450,2022-04-27,-335000,12.03
5443,2022-04-27,-1380000,40.65
5439,2022-04-27,-3000000,36.40
5438,2022-04-27,-125000,23.53
5434,2022-04-27,-36748000,25.04
5426,2022-04-27,-1321000,15.15
5425,2022-04-27,-83945000,42.49
5410,2022-04-27,-1365000,27.21
5403,2022-04-27,-2380000,20.02
5398,2022-04-27,-460000,24.68
5392,2022-04-27,-149000,47.89
5388,2022-04-27,84749000,53.99
5386,2022-04-27,-203000,40.67
5383,2022-04-27,-513000,43.21
5381,2022-04-27,-29000,14.29
5371,2022-04-27,11678000,62.27
5356,2022-04-27,86000,50.96
5355,2022-04-27,-628000,18.66
5353,2022-04-27,-281000,25.98
5351,2022-04-27,-46895000,45.76
5348,2022-04-27,-10000,48.15
5245,2022-04-27,-1442000,36.11
5468,2022-04-27,-768000,38.20
5244,2022-04-27,283000,55.25
5240,2022-04-27,20000,84.02
4979,2022-04-27,-1514000,32.39
4977,2022-04-27,-234000,39.99
4976,2022-04-27,731000,50.99
4974,2022-04-27,-995000,43.04
4973,2022-04-27,-847000,29.50
4972,2022-04-27,-31000,48.43
4971,2022-04-27,-1725000,32.08
4968,2022-04-27,-17961000,48.21
4967,2022-04-27,-14084000,16.67
4966,2022-04-27,-195645000,31.87
4961,2022-04-27,-46713000,45.52
4980,2022-04-27,46000,54.08
4960,2022-04-27,-13383000,41.58
4956,2022-04-27,-1508000,40.84
4953,2022-04-27,-2369000,43.26
4952,2022-04-27,-8554000,44.44
4951,2022-04-27,-2314000,31.02
4950,2022-04-27,-4092000,31.85
4946,2022-04-27,-2346000,34.56
4945,2022-04-27,-1899000,28.74
4944,2022-04-27,-54000,18.15
4943,2022-04-27,-2878000,19.10
4942,2022-04-27,-638000,47.45
4939,2022-04-27,-3514000,24.28
4958,2022-04-27,-59112000,43.19
4987,2022-04-27,-230000,30.18
4989,2022-04-27,-1559000,38.37
4991,2022-04-27,581000,58.88
5236,2022-04-27,7675000,62.66
5234,2022-04-27,522000,52.68
5233,2022-04-27,383000,58.86
5230,2022-04-27,-209000,35.75
5227,2022-04-27,-825000,47.55
5225,2022-04-27,616000,62.46
5223,2022-04-27,146000,66.75
5222,2022-04-27,-10876000,34.06
5215,2022-04-27,-6018000,21.83
5213,2022-04-27,-97000,48.97
5212,2022-04-27,0,50.35
5211,2022-04-27,84000,59.94
5210,2022-04-27,1746000,53.53
5209,2022-04-27,-75000,46.24
5203,2022-04-27,-4550000,33.16
5016,2022-04-27,-499000,24.03
5015,2022-04-27,88000,50.79
5014,2022-04-27,-3859000,40.77
5013,2022-04-27,-732000,4.43
5011,2022-04-27,-15410000,31.45
5009,2022-04-27,29121000,50.95
5007,2022-04-27,-1257000,10.39
4999,2022-04-27,-297000,42.90
4995,2022-04-27,-288000,18.17
4994,2022-04-27,-2834000,34.59
5243,2022-04-27,-17286000,34.47
6438,2022-04-27,-13544000,39.07
9939,2022-04-27,935000,51.54
6442,2022-04-27,-938000,27.65
8110,2022-04-27,-6091000,40.85
8109,2022-04-27,847000,75.06
8107,2022-04-27,-291000,31.22
8105,2022-04-27,-2011000,33.06
8104,2022-04-27,-3276000,39.92
8103,2022-04-27,-3643000,30.03
8101,2022-04-27,-118000,18.17
8099,2022-04-27,-764000,34.54
8097,2022-04-27,-863000,43.78
8096,2022-04-27,-2531000,28.76
8093,2022-04-27,9000,53.13
8111,2022-04-27,-5860000,26.49
8092,2022-04-27,-9000,48.99
8089,2022-04-27,-297000,39.77
8088,2022-04-27,-650000,30.86
8087,2022-04-27,-12409000,32.73
8086,2022-04-27,18945000,55.41
8085,2022-04-27,187000,57.09
8084,2022-04-27,6805000,90.95
8083,2022-04-27,1233000,73.49
8081,2022-04-27,-5986000,46.42
8076,2022-04-27,29000,50.15
8074,2022-04-27,-576000,43.01
8071,2022-04-27,1120000,53.17
8091,2022-04-27,-2870000,38.73
8070,2022-04-27,-12113000,29.06
8112,2022-04-27,2297000,51.01
8115,2022-04-27,-148000,9.19
8271,2022-04-27,-847000,46.67
8261,2022-04-27,-1548000,49.58
8255,2022-04-27,-175262000,31.12
8249,2022-04-27,-365000,39.29
8240,2022-04-27,-464000,35.46
8234,2022-04-27,-274000,35.05
8227,2022-04-27,1045000,61.38
8222,2022-04-27,500000,59.83
8215,2022-04-27,-8344000,41.85
8213,2022-04-27,4812000,54.51
8210,2022-04-27,-2145000,45.25
8114,2022-04-27,5075000,56.04
8201,2022-04-27,-1834000,42.27
8182,2022-04-27,-1781000,33.44
8179,2022-04-27,11731000,72.95
8176,2022-04-27,-5240000,27.07
8171,2022-04-27,3102000,56.16
8163,2022-04-27,-25957000,31.00
8155,2022-04-27,-51836000,23.03
8150,2022-04-27,-41769000,35.90
8147,2022-04-27,-538000,37.87
8131,2022-04-27,-231000,48.86
8121,2022-04-27,51000,50.07
8119,2022-04-27,-1804000,28.87
8183,2022-04-27,-41662000,46.49
8069,2022-04-27,-45534000,49.20
8068,2022-04-27,-103000,42.11
8067,2022-04-27,0,50.47
7561,2022-04-27,-34000,33.49
7558,2022-04-27,-141000,37.02
7555,2022-04-27,-151000,37.75
7530,2022-04-27,-460000,16.59
7507,2022-04-27,205000,80.13
7427,2022-04-27,43000,51.96
7419,2022-04-27,0,50.88
6882,2022-04-27,-360000,38.85
6878,2022-04-27,421000,55.62
6877,2022-04-27,71000,60.31
6875,2022-04-27,252000,89.15
7566,2022-04-27,-812000,35.67
6873,2022-04-27,-249000,46.21
6869,2022-04-27,346000,52.69
6868,2022-04-27,-176000,22.75
6864,2022-04-27,-139000,42.21
6859,2022-04-27,-138000,40.03
6850,2022-04-27,3551000,56.56
6848,2022-04-27,4000,50.61
6847,2022-04-27,775000,63.52
6846,2022-04-27,363000,56.70
6844,2022-04-27,1009000,57.25
6843,2022-04-27,0,50.29
6842,2022-04-27,-1232000,34.68
6870,2022-04-27,161000,67.57
7590,2022-04-27,-189000,44.53
7595,2022-04-27,-240000,26.27
8011,2022-04-27,-784000,42.51
8066,2022-04-27,5682000,90.92
8064,2022-04-27,-1884000,41.51
8059,2022-04-27,-661000,5.19
8054,2022-04-27,-4909000,44.46
8050,2022-04-27,7911000,60.09
8049,2022-04-27,377000,52.27
8048,2022-04-27,134000,75.00
8047,2022-04-27,-77000,38.44
8046,2022-04-27,-340624000,40.97
8045,2022-04-27,-147000,6.70
8044,2022-04-27,-13660000,42.53
8043,2022-04-27,-1101000,5.70
8042,2022-04-27,-78000,43.92
8041,2022-04-27,431000,92.43
8040,2022-04-27,-3765000,44.44
8039,2022-04-27,-5426000,25.31
8038,2022-04-27,-1002000,39.69
8034,2022-04-27,-1185000,25.46
8033,2022-04-27,4609000,66.23
8032,2022-04-27,-111000,16.75
8028,2022-04-27,-10093000,45.18
8027,2022-04-27,-4571000,41.05
8024,2022-04-27,-1342000,25.85
8021,2022-04-27,-3233000,38.19
8016,2022-04-27,-88417000,36.60
8277,2022-04-27,-539000,35.22
8279,2022-04-27,-1562000,34.14
8284,2022-04-27,-204000,46.29
8289,2022-04-27,-475000,46.87
9917,2022-04-27,-6565000,34.93
9914,2022-04-27,-4496000,47.98
9912,2022-04-27,-63000,11.17
9911,2022-04-27,-1496000,39.42
9910,2022-04-27,-46579000,21.33
9908,2022-04-27,-1708000,32.70
9907,2022-04-27,-6204000,45.35
9906,2022-04-27,-441000,31.98
9905,2022-04-27,78000,53.18
9904,2022-04-27,-72565000,33.52
9902,2022-04-27,-508000,36.46
9919,2022-04-27,-5710000,46.60
9802,2022-04-27,-34441000,44.49
9110,2022-04-27,23000,60.19
