股票代號,日期,資金流向,MFI(%)
6504,2022-05-16,85000,53.88
6499,2022-05-16,-63000,48.63
6498,2022-05-16,190000,87.51
6496,2022-05-16,-81000,42.05
6495,2022-05-16,-499000,47.18
6494,2022-05-16,-6301000,40.62
6492,2022-05-16,7297000,61.94
6491,2022-05-16,-12063000,29.06
6488,2022-05-16,10774000,50.28
6485,2022-05-16,-11352000,36.35
6477,2022-05-16,-87846000,22.83
6472,2022-05-16,5065000,63.85
6470,2022-05-16,70598000,56.04
6469,2022-05-16,-40606000,29.07
6468,2022-05-16,218000,75.07
6465,2022-05-16,-1047000,29.62
6462,2022-05-16,-4313000,45.49
6461,2022-05-16,-3000000,24.36
6457,2022-05-16,-2165000,40.55
6456,2022-05-16,-17864000,28.86
6451,2022-05-16,496000,60.02
6449,2022-05-16,0,49.98
6443,2022-05-16,-307117000,36.59
6287,2022-05-16,145000,82.88
6590,2022-05-16,-118000,25.04
6592,2022-05-16,-9621000,35.95
6764,2022-05-16,615000,69.68
6763,2022-05-16,-8329000,10.18
6757,2022-05-16,-942000,38.53
6756,2022-05-16,-25142000,37.58
6755,2022-05-16,424000,68.22
6753,2022-05-16,-155000,47.56
6750,2022-05-16,-124000,14.63
6748,2022-05-16,-196000,25.17
6747,2022-05-16,232000,66.98
6743,2022-05-16,-5100000,32.54
6768,2022-05-16,-70000,47.13
6742,2022-05-16,-81000,48.59
6738,2022-05-16,-128000,40.13
6736,2022-05-16,-94000,35.92
6735,2022-05-16,263000,53.61
6734,2022-05-16,-204000,35.86
6733,2022-05-16,142000,65.02
6732,2022-05-16,-11992000,24.50
6729,2022-05-16,-75000,45.28
6728,2022-05-16,9000,50.26
6727,2022-05-16,-1595000,40.66
6724,2022-05-16,-389000,44.88
6741,2022-05-16,-1628000,41.15
6770,2022-05-16,-197374000,45.43
6776,2022-05-16,47000,54.28
6781,2022-05-16,270375000,62.45
6827,2022-05-16,-22000,40.10
6826,2022-05-16,-342000,33.41
6819,2022-05-16,203000,82.12
6818,2022-05-16,83000,71.62
6817,2022-05-16,74000,66.79
6815,2022-05-16,1155000,85.35
6812,2022-05-16,-1964000,29.94
6810,2022-05-16,-27000,48.85
6808,2022-05-16,158000,54.36
6807,2022-05-16,107000,51.51
6806,2022-05-16,-47765000,24.94
6805,2022-05-16,-2421000,32.63
6804,2022-05-16,338000,55.94
6799,2022-05-16,36167000,57.44
6797,2022-05-16,-3343000,36.53
6796,2022-05-16,562000,59.05
6793,2022-05-16,162000,51.14
6792,2022-05-16,-2044000,32.89
6790,2022-05-16,-423000,42.02
6789,2022-05-16,479000,50.90
6788,2022-05-16,-16393000,35.32
6787,2022-05-16,-173000,33.44
6786,2022-05-16,-169000,45.02
6721,2022-05-16,-512000,32.11
6720,2022-05-16,0,50.39
6719,2022-05-16,-137815000,35.30
6717,2022-05-16,0,50.29
6657,2022-05-16,69000,52.32
6655,2022-05-16,110000,66.62
6651,2022-05-16,3000,50.36
6649,2022-05-16,45000,56.07
6648,2022-05-16,-299000,23.69
6645,2022-05-16,1527000,62.03
6643,2022-05-16,-1729000,41.47
6634,2022-05-16,708000,63.72
6622,2022-05-16,227000,57.80
6621,2022-05-16,-191000,22.69
6620,2022-05-16,-263000,30.89
6618,2022-05-16,3000,50.66
6617,2022-05-16,-4463000,26.51
6616,2022-05-16,1000,50.07
6615,2022-05-16,0,50.43
6612,2022-05-16,-225000,36.72
6611,2022-05-16,27000,60.60
6610,2022-05-16,13000,52.30
6609,2022-05-16,-583000,44.68
6606,2022-05-16,0,50.09
6605,2022-05-16,9266000,82.14
6603,2022-05-16,-1566000,27.52
6598,2022-05-16,-1911000,45.80
6662,2022-05-16,29000,60.11
6591,2022-05-16,3352000,62.82
6664,2022-05-16,2848000,75.85
6666,2022-05-16,158000,71.66
6715,2022-05-16,1825000,74.46
6712,2022-05-16,-35612000,30.61
6709,2022-05-16,-534000,27.23
6708,2022-05-16,-914000,16.17
6706,2022-05-16,-118151000,30.46
6698,2022-05-16,108000,59.96
6696,2022-05-16,-3756000,31.16
6695,2022-05-16,3099000,76.63
6693,2022-05-16,325000,56.81
6691,2022-05-16,1000,50.07
6690,2022-05-16,0,50.11
6689,2022-05-16,-964000,24.76
6684,2022-05-16,-7519000,22.23
6683,2022-05-16,-662000,40.09
6682,2022-05-16,46000,51.90
6679,2022-05-16,-9103000,30.28
6677,2022-05-16,36000,53.66
6676,2022-05-16,-257000,42.89
6672,2022-05-16,1337000,58.42
6670,2022-05-16,-366000,48.77
6669,2022-05-16,-18625000,47.39
6668,2022-05-16,-36000,47.75
6667,2022-05-16,-3316000,27.43
6665,2022-05-16,-1276000,29.42
4166,2022-05-16,172000,53.16
4142,2022-05-16,-2363000,45.64
4162,2022-05-16,-674000,49.27
2331,2022-05-16,-1450000,45.88
2330,2022-05-16,2311675000,60.97
2329,2022-05-16,-29791000,28.57
2328,2022-05-16,-7430000,38.34
2327,2022-05-16,-185746000,36.34
2324,2022-05-16,200461000,71.69
2323,2022-05-16,6390000,67.97
2317,2022-05-16,-92724000,47.99
2316,2022-05-16,-984000,34.11
2314,2022-05-16,616000,51.36
2332,2022-05-16,-5360000,28.58
2313,2022-05-16,47792000,51.69
2308,2022-05-16,-72153000,43.02
2305,2022-05-16,-4556000,46.69
2303,2022-05-16,-673013000,43.67
2302,2022-05-16,1294000,54.82
2301,2022-05-16,44430000,55.71
2252,2022-05-16,0,50.06
2250,2022-05-16,-153000,46.43
2247,2022-05-16,-2664000,15.86
2246,2022-05-16,-2000,49.91
2243,2022-05-16,-1362000,12.93
2312,2022-05-16,-2063000,49.30
2337,2022-05-16,73318000,67.00
2338,2022-05-16,-120286000,31.50
2340,2022-05-16,-1761000,49.20
2369,2022-05-16,-4125000,37.24
2368,2022-05-16,91939000,53.37
2367,2022-05-16,468000,52.23
2365,2022-05-16,-1091000,15.79
2364,2022-05-16,454000,66.54
2363,2022-05-16,586000,50.86
2362,2022-05-16,21041000,89.83
2360,2022-05-16,8814000,61.39
2359,2022-05-16,50697000,63.91
2358,2022-05-16,1982000,66.88
2357,2022-05-16,-146545000,40.14
2356,2022-05-16,249014000,81.13
2355,2022-05-16,151000,50.44
2354,2022-05-16,-126541000,35.67
2353,2022-05-16,148579000,65.56
2352,2022-05-16,-18844000,42.72
2351,2022-05-16,42345000,61.80
2349,2022-05-16,3002000,73.09
2348,2022-05-16,-3407000,26.65
2347,2022-05-16,14433000,53.33
2345,2022-05-16,-61296000,43.38
2344,2022-05-16,-119134000,41.23
2342,2022-05-16,-9949000,47.79
2241,2022-05-16,-75000,47.94
2371,2022-05-16,237124000,64.70
2239,2022-05-16,-1469000,41.76
2236,2022-05-16,0,50.20
2064,2022-05-16,284000,60.78
2063,2022-05-16,105000,80.09
2062,2022-05-16,-3898000,7.22
2059,2022-05-16,3640000,54.48
2049,2022-05-16,820000,50.13
2038,2022-05-16,-512000,45.94
2035,2022-05-16,301000,62.97
2034,2022-05-16,3576000,58.96
2033,2022-05-16,-373000,44.83
2032,2022-05-16,-3211000,33.00
2065,2022-05-16,47000,57.31
2031,2022-05-16,-3286000,49.07
2029,2022-05-16,2638000,58.34
2028,2022-05-16,-1969000,38.57
2027,2022-05-16,-39561000,44.10
2025,2022-05-16,182000,52.62
2024,2022-05-16,-267000,27.59
2023,2022-05-16,-7836000,40.80
2022,2022-05-16,-1828000,36.00
2020,2022-05-16,-1502000,43.25
2017,2022-05-16,2545000,66.98
2015,2022-05-16,-8122000,25.98
2030,2022-05-16,1999000,51.25
2069,2022-05-16,-946000,46.03
2071,2022-05-16,1000,50.90
2072,2022-05-16,5000,50.24
2233,2022-05-16,-22754000,34.29
2231,2022-05-16,-2325000,43.22
2230,2022-05-16,1406000,58.73
2228,2022-05-16,190000,60.11
2227,2022-05-16,4627000,83.45
2221,2022-05-16,-836000,36.59
2211,2022-05-16,-9422000,42.30
2208,2022-05-16,-11353000,24.89
2207,2022-05-16,-23453000,27.81
2206,2022-05-16,16270000,60.46
2204,2022-05-16,15833000,63.47
2201,2022-05-16,174172000,71.85
2115,2022-05-16,0,50.22
2114,2022-05-16,-952000,25.09
2109,2022-05-16,-419000,27.02
2108,2022-05-16,-7258000,36.92
2107,2022-05-16,-668000,36.55
2106,2022-05-16,3551000,55.81
2105,2022-05-16,5972000,54.98
2104,2022-05-16,20679000,61.91
2103,2022-05-16,-3840000,44.67
2102,2022-05-16,-4170000,29.54
2101,2022-05-16,-2113000,45.46
2237,2022-05-16,604000,68.27
2373,2022-05-16,0,50.04
2374,2022-05-16,10325000,76.07
2375,2022-05-16,-3115000,37.89
2492,2022-05-16,-26997000,38.74
2491,2022-05-16,-486000,44.74
2489,2022-05-16,350000,51.83
2486,2022-05-16,10338000,65.31
2485,2022-05-16,-4598000,30.74
2484,2022-05-16,10514000,55.11
2483,2022-05-16,-205000,28.58
2482,2022-05-16,32899000,62.58
2481,2022-05-16,-7467000,49.69
2480,2022-05-16,-1170000,45.98
2493,2022-05-16,-571000,44.39
2478,2022-05-16,270000,57.62
2476,2022-05-16,-972000,47.79
2474,2022-05-16,52141000,54.38
2472,2022-05-16,7966000,74.95
2471,2022-05-16,-102000,44.31
2468,2022-05-16,51000,75.06
2467,2022-05-16,-1752000,28.51
2465,2022-05-16,4871000,62.66
2464,2022-05-16,5196000,80.38
2462,2022-05-16,714000,57.63
2461,2022-05-16,-3133000,29.12
2477,2022-05-16,146000,55.37
2495,2022-05-16,-1021000,40.09
2497,2022-05-16,-38551000,42.74
2498,2022-05-16,21619000,54.18
2545,2022-05-16,798000,52.22
2543,2022-05-16,-201000,43.52
2542,2022-05-16,25982000,56.46
2540,2022-05-16,-1880000,9.55
2539,2022-05-16,-970000,35.57
2538,2022-05-16,5214000,64.02
2537,2022-05-16,3241000,55.87
2536,2022-05-16,-1022000,37.25
2535,2022-05-16,18885000,89.31
2534,2022-05-16,24153000,87.94
2530,2022-05-16,-126000,44.31
2527,2022-05-16,-1952000,22.83
2524,2022-05-16,-611000,15.44
2520,2022-05-16,19380000,82.70
2516,2022-05-16,259000,65.49
2515,2022-05-16,-11264000,31.98
2514,2022-05-16,69000,56.89
2511,2022-05-16,5687000,71.31
2509,2022-05-16,-42000,47.17
2506,2022-05-16,-95000,32.11
2505,2022-05-16,564000,63.41
2504,2022-05-16,6349000,54.43
2501,2022-05-16,5733000,86.30
2460,2022-05-16,-270000,40.47
2459,2022-05-16,-342000,44.33
2458,2022-05-16,777000,50.39
2457,2022-05-16,-15474000,42.49
2412,2022-05-16,139355000,57.79
2409,2022-05-16,-24200000,48.10
2408,2022-05-16,143960000,58.69
2406,2022-05-16,3795000,55.17
2405,2022-05-16,8528000,56.05
2404,2022-05-16,7803000,59.11
2402,2022-05-16,-9000,49.84
2401,2022-05-16,-73980000,35.03
2399,2022-05-16,498000,53.54
2397,2022-05-16,-538000,23.62
2395,2022-05-16,-30392000,42.93
2393,2022-05-16,11154000,61.84
2392,2022-05-16,134000,51.24
2390,2022-05-16,22629000,56.19
2388,2022-05-16,-9413000,37.16
2387,2022-05-16,-1111000,40.98
2385,2022-05-16,37975000,68.80
2383,2022-05-16,79295000,57.91
2382,2022-05-16,-278666000,39.70
2380,2022-05-16,-557000,31.11
2379,2022-05-16,115999000,54.79
2377,2022-05-16,-104473000,35.90
2376,2022-05-16,-90590000,41.66
2413,2022-05-16,239000,69.72
2014,2022-05-16,-46216000,30.57
2414,2022-05-16,-910000,32.03
2417,2022-05-16,-565000,47.87
2455,2022-05-16,-8833000,47.25
2454,2022-05-16,-1413828000,29.40
2453,2022-05-16,-8978000,12.10
2451,2022-05-16,-2656000,42.32
2450,2022-05-16,1815000,81.62
2449,2022-05-16,-27872000,43.47
2444,2022-05-16,-1929000,40.32
2442,2022-05-16,-1198000,44.41
2441,2022-05-16,9694000,59.26
2440,2022-05-16,-635000,18.20
2439,2022-05-16,-7840000,32.43
2436,2022-05-16,-21062000,39.08
2433,2022-05-16,-875000,22.60
2431,2022-05-16,-257000,39.18
2430,2022-05-16,2412000,61.81
2428,2022-05-16,-46898000,20.82
2427,2022-05-16,-504000,32.84
2426,2022-05-16,-7281000,17.66
2425,2022-05-16,14211000,79.41
2423,2022-05-16,-1523000,33.34
2421,2022-05-16,-1382000,45.29
2420,2022-05-16,-1171000,34.85
2419,2022-05-16,1871000,65.99
2415,2022-05-16,-66000,46.36
2013,2022-05-16,-8323000,19.45
2012,2022-05-16,-990000,15.43
2010,2022-05-16,201000,50.90
1451,2022-05-16,-4929000,7.26
1449,2022-05-16,-383000,30.36
1447,2022-05-16,944000,61.40
1446,2022-05-16,32000,51.71
1445,2022-05-16,-44000,20.13
1444,2022-05-16,-4324000,35.01
1443,2022-05-16,-78000,33.25
1442,2022-05-16,-955000,31.20
1440,2022-05-16,5043000,60.63
1437,2022-05-16,-445000,28.65
1452,2022-05-16,-885000,38.39
1435,2022-05-16,-834000,16.57
1432,2022-05-16,751000,65.02
1419,2022-05-16,1011000,65.93
1418,2022-05-16,-1106000,15.05
1417,2022-05-16,-618000,18.32
1416,2022-05-16,61000,53.33
1414,2022-05-16,1045000,58.85
1413,2022-05-16,-106000,41.01
1410,2022-05-16,35000,66.89
1409,2022-05-16,-3330000,44.04
1402,2022-05-16,108596000,68.64
1434,2022-05-16,-66000,49.90
1453,2022-05-16,-4622000,40.59
1454,2022-05-16,-402000,19.49
1455,2022-05-16,-579000,46.44
1515,2022-05-16,-5495000,35.48
1514,2022-05-16,-90000,49.76
1513,2022-05-16,1032000,50.16
1506,2022-05-16,-989000,36.23
1504,2022-05-16,-27981000,42.65
1503,2022-05-16,2393000,55.93
1477,2022-05-16,-17647000,42.47
1476,2022-05-16,60757000,58.91
1475,2022-05-16,-271000,16.76
1474,2022-05-16,-1220000,23.62
1473,2022-05-16,72000,53.74
1471,2022-05-16,-98000,39.06
1470,2022-05-16,1685000,72.95
1468,2022-05-16,154000,61.12
1467,2022-05-16,2086000,72.86
1466,2022-05-16,217000,69.02
1465,2022-05-16,-122000,33.46
1464,2022-05-16,-561000,27.76
1463,2022-05-16,-228000,5.32
1460,2022-05-16,-1081000,37.89
1459,2022-05-16,149000,77.84
1457,2022-05-16,-1740000,47.17
1456,2022-05-16,156000,75.01
1342,2022-05-16,16804000,65.28
1340,2022-05-16,101000,64.73
1339,2022-05-16,919000,72.94
1338,2022-05-16,659000,61.00
1235,2022-05-16,108000,60.02
1234,2022-05-16,317000,54.22
1232,2022-05-16,4888000,75.20
1231,2022-05-16,462000,51.18
1229,2022-05-16,-1116000,49.10
1227,2022-05-16,7132000,63.14
1225,2022-05-16,-451000,20.05
1220,2022-05-16,-944000,47.58
1219,2022-05-16,-16714000,41.86
1218,2022-05-16,3183000,60.79
1217,2022-05-16,-6305000,36.42
1216,2022-05-16,90492000,58.24
1215,2022-05-16,-1929000,46.32
1210,2022-05-16,1046000,51.07
1203,2022-05-16,-719000,4.17
1201,2022-05-16,-62000,49.69
1110,2022-05-16,485000,63.73
1109,2022-05-16,-909000,15.01
1108,2022-05-16,947000,82.69
4164,2022-05-16,-2429000,33.43
1103,2022-05-16,219000,52.09
1102,2022-05-16,20685000,55.77
1101,2022-05-16,-172074000,40.35
1236,2022-05-16,55000,50.29
1516,2022-05-16,5466000,83.18
1240,2022-05-16,-7141000,25.13
1258,2022-05-16,-612000,21.58
1337,2022-05-16,-243000,30.03
1326,2022-05-16,-66625000,33.50
1325,2022-05-16,555000,53.98
1324,2022-05-16,-223000,26.09
1323,2022-05-16,-232000,38.15
1321,2022-05-16,-192000,36.40
1319,2022-05-16,1125000,52.93
1316,2022-05-16,-15513000,33.83
1314,2022-05-16,-39375000,28.96
1313,2022-05-16,-2867000,43.46
1312,2022-05-16,8212000,56.93
1310,2022-05-16,1305000,60.68
1309,2022-05-16,7287000,75.94
1308,2022-05-16,2763000,52.18
1307,2022-05-16,178000,65.54
1305,2022-05-16,-13072000,31.14
1304,2022-05-16,8304000,56.22
1303,2022-05-16,-59703000,46.01
1301,2022-05-16,-16336000,48.59
1293,2022-05-16,5000,50.43
1271,2022-05-16,-249000,41.05
1268,2022-05-16,311000,66.98
1260,2022-05-16,92000,83.85
1256,2022-05-16,-1135000,43.10
2546,2022-05-16,-2358000,29.59
1517,2022-05-16,-3142000,19.05
1521,2022-05-16,-404000,28.61
1773,2022-05-16,1439000,52.22
1762,2022-05-16,8774000,62.10
1760,2022-05-16,37938000,53.36
1752,2022-05-16,472000,69.77
1742,2022-05-16,-227000,37.27
1737,2022-05-16,2159000,67.10
1736,2022-05-16,-836000,35.82
1734,2022-05-16,1897000,56.59
1733,2022-05-16,-10681000,25.71
1732,2022-05-16,6680000,58.40
1776,2022-05-16,-18000,46.79
1731,2022-05-16,309000,57.90
1727,2022-05-16,-9102000,44.91
1723,2022-05-16,5312000,52.66
1722,2022-05-16,-27741000,42.17
1721,2022-05-16,61468000,61.87
1720,2022-05-16,-3323000,27.08
1718,2022-05-16,-1414000,43.45
1717,2022-05-16,-1904000,48.85
1714,2022-05-16,5236000,67.66
1712,2022-05-16,38124000,61.37
1711,2022-05-16,6910000,60.70
1730,2022-05-16,1101000,88.05
1781,2022-05-16,-111000,41.83
1783,2022-05-16,-69000,44.80
1784,2022-05-16,-337000,30.54
2009,2022-05-16,-847000,48.20
2008,2022-05-16,-283000,9.12
2007,2022-05-16,-384000,48.18
2006,2022-05-16,-10684000,38.24
2002,2022-05-16,-24308000,48.54
1909,2022-05-16,-1117000,49.16
1907,2022-05-16,30311000,58.87
1906,2022-05-16,-1263000,22.28
1905,2022-05-16,-10075000,29.41
1904,2022-05-16,-23468000,27.44
1903,2022-05-16,2892000,85.07
1817,2022-05-16,-311000,20.04
1815,2022-05-16,-3075000,31.34
1810,2022-05-16,-1873000,28.20
1809,2022-05-16,284000,61.98
1808,2022-05-16,-20400000,37.97
1806,2022-05-16,113000,51.66
1802,2022-05-16,-14975000,35.39
1799,2022-05-16,-547000,2.40
1795,2022-05-16,14306000,51.55
1789,2022-05-16,361000,51.75
1788,2022-05-16,-1042000,23.19
1785,2022-05-16,-3530000,45.41
1710,2022-05-16,-2711000,38.95
1709,2022-05-16,5045000,56.34
1708,2022-05-16,250887000,55.58
1707,2022-05-16,12087000,72.90
1570,2022-05-16,-401000,22.09
1569,2022-05-16,-7064000,23.90
1568,2022-05-16,478000,85.75
1565,2022-05-16,-5342000,41.35
1563,2022-05-16,-5388000,17.94
1560,2022-05-16,-203652000,32.85
1558,2022-05-16,8501000,81.02
1541,2022-05-16,-221000,27.33
1540,2022-05-16,-88000,28.67
1539,2022-05-16,-4677000,28.81
1537,2022-05-16,-2998000,15.71
1536,2022-05-16,2912000,56.14
1535,2022-05-16,-39000,44.73
1533,2022-05-16,-7837000,36.23
1532,2022-05-16,-2696000,32.22
1531,2022-05-16,-413000,30.15
1529,2022-05-16,199159000,73.59
1528,2022-05-16,600000,74.84
1527,2022-05-16,8701000,74.74
1526,2022-05-16,3370000,74.53
1525,2022-05-16,-170000,20.04
1524,2022-05-16,10604000,51.35
1522,2022-05-16,-10676000,45.55
1580,2022-05-16,-12852000,29.72
1519,2022-05-16,-2922000,28.30
1582,2022-05-16,-3928000,21.61
1585,2022-05-16,-13000,45.24
1702,2022-05-16,3486000,64.60
1701,2022-05-16,-192000,49.59
1626,2022-05-16,-279000,35.84
1618,2022-05-16,-530000,17.95
1617,2022-05-16,-193000,26.93
1616,2022-05-16,-493000,32.77
1615,2022-05-16,-1064000,11.91
1612,2022-05-16,-9564000,34.93
1611,2022-05-16,-11039000,34.25
1609,2022-05-16,-3787000,48.57
1608,2022-05-16,-1733000,44.21
1605,2022-05-16,329825000,54.98
1604,2022-05-16,-1373000,32.05
1603,2022-05-16,9705000,73.38
1599,2022-05-16,-1326000,30.07
1598,2022-05-16,750000,60.44
1597,2022-05-16,-227000,48.57
1593,2022-05-16,241000,62.71
1591,2022-05-16,622000,55.18
1590,2022-05-16,-28561000,41.82
1589,2022-05-16,-36251000,13.21
1587,2022-05-16,-251000,34.17
1586,2022-05-16,1538000,91.67
1584,2022-05-16,11295000,54.91
2547,2022-05-16,1833000,69.01
1104,2022-05-16,16079000,79.75
2596,2022-05-16,-1558000,15.80
3504,2022-05-16,2288000,58.50
3501,2022-05-16,211000,69.31
3499,2022-05-16,-268000,43.53
3498,2022-05-16,227000,79.87
3494,2022-05-16,49000,54.80
3492,2022-05-16,-184000,32.61
3491,2022-05-16,4742000,51.96
3490,2022-05-16,-157000,43.02
3489,2022-05-16,-8000,47.64
3485,2022-05-16,35000,66.79
3508,2022-05-16,-109000,49.76
3484,2022-05-16,-5249000,18.47
3481,2022-05-16,-257925000,44.07
3479,2022-05-16,1275000,64.94
3466,2022-05-16,-529000,46.39
3455,2022-05-16,-2984000,38.42
3454,2022-05-16,2781000,58.50
3450,2022-05-16,-580000,37.17
3444,2022-05-16,1735000,67.13
3443,2022-05-16,-332156000,40.75
3441,2022-05-16,-241000,36.68
3438,2022-05-16,-4496000,42.58
3483,2022-05-16,-8024000,22.95
3511,2022-05-16,1555000,63.18
3512,2022-05-16,130000,56.65
3515,2022-05-16,12964000,68.82
3551,2022-05-16,1043000,64.43
3550,2022-05-16,-229000,28.39
3548,2022-05-16,-298000,48.39
3546,2022-05-16,1880000,69.42
3545,2022-05-16,-61706000,39.41
3543,2022-05-16,-1027000,7.25
3541,2022-05-16,8647000,82.22
3540,2022-05-16,-367000,40.20
3537,2022-05-16,2076000,79.19
3536,2022-05-16,-4000,40.20
3535,2022-05-16,181266000,68.92
3533,2022-05-16,-60670000,44.78
3532,2022-05-16,-148195000,48.82
3531,2022-05-16,0,50.44
3530,2022-05-16,-2674000,37.43
3529,2022-05-16,-404705000,37.65
3528,2022-05-16,-206000,33.37
3527,2022-05-16,-20323000,42.07
3526,2022-05-16,19457000,68.23
3522,2022-05-16,-433000,24.86
3521,2022-05-16,-68000,40.26
3520,2022-05-16,-1211000,36.34
3518,2022-05-16,1000,50.30
3437,2022-05-16,1652000,57.37
3552,2022-05-16,-26974000,44.16
3434,2022-05-16,6362000,52.14
3430,2022-05-16,-286000,44.90
3321,2022-05-16,1000,50.30
3317,2022-05-16,-1566000,48.98
3313,2022-05-16,-1319000,22.77
3312,2022-05-16,2455000,53.38
3311,2022-05-16,32000,53.38
3310,2022-05-16,-255000,29.54
3308,2022-05-16,-343000,34.48
3306,2022-05-16,1179000,95.08
3305,2022-05-16,-17882000,37.68
3303,2022-05-16,1221000,91.09
3322,2022-05-16,-2030000,45.70
3297,2022-05-16,-1030000,26.70
3294,2022-05-16,204000,53.71
3293,2022-05-16,-24347000,19.70
3290,2022-05-16,-1220000,29.49
3289,2022-05-16,5691000,99.13
3287,2022-05-16,60000,50.77
3285,2022-05-16,-143000,18.17
3276,2022-05-16,381000,66.26
3268,2022-05-16,-44000,33.67
3266,2022-05-16,447000,67.25
3265,2022-05-16,49955000,57.66
3296,2022-05-16,440000,87.19
3323,2022-05-16,-524000,34.10
3324,2022-05-16,-2222000,49.37
3325,2022-05-16,-203000,25.16
3419,2022-05-16,127000,52.52
3416,2022-05-16,156000,53.92
3413,2022-05-16,-24832000,34.62
3406,2022-05-16,-153283000,32.82
3402,2022-05-16,-2862000,15.56
3390,2022-05-16,350000,64.93
3388,2022-05-16,5077000,86.53
3383,2022-05-16,207000,63.66
3380,2022-05-16,136000,51.59
3379,2022-05-16,37000,53.73
3376,2022-05-16,-8280000,25.67
3374,2022-05-16,-65351000,38.52
3372,2022-05-16,-636000,37.80
3363,2022-05-16,-399000,38.68
3362,2022-05-16,275000,51.53
3360,2022-05-16,-992000,25.75
3357,2022-05-16,-522000,38.24
3356,2022-05-16,-4503000,34.63
3354,2022-05-16,1935000,65.22
3349,2022-05-16,55000,66.57
3346,2022-05-16,-720000,33.53
3339,2022-05-16,-92000,42.61
3338,2022-05-16,-3284000,21.47
3432,2022-05-16,-188000,36.45
3556,2022-05-16,-822000,41.01
3557,2022-05-16,4351000,83.61
3558,2022-05-16,56534000,54.03
4107,2022-05-16,108000,52.20
4106,2022-05-16,946000,52.13
4105,2022-05-16,-4733000,39.55
4104,2022-05-16,-1131000,44.58
4102,2022-05-16,6611000,78.32
3714,2022-05-16,74055000,64.53
3713,2022-05-16,-120000,33.86
3712,2022-05-16,-11253000,22.70
3711,2022-05-16,-94922000,39.88
3710,2022-05-16,-3436000,27.91
4108,2022-05-16,-421000,41.48
3709,2022-05-16,-167000,33.38
3707,2022-05-16,-187084000,38.84
3706,2022-05-16,20353000,65.65
3705,2022-05-16,-1054000,35.36
3704,2022-05-16,-5442000,32.86
3703,2022-05-16,-11090000,42.43
3702,2022-05-16,31407000,58.62
3701,2022-05-16,-7319000,35.63
3694,2022-05-16,-696000,30.61
3693,2022-05-16,-1970000,11.99
3691,2022-05-16,-2493000,36.82
3708,2022-05-16,510201000,63.00
4109,2022-05-16,-547000,27.43
4113,2022-05-16,-860000,8.54
4114,2022-05-16,-3041000,47.08
2548,2022-05-16,-26329000,23.52
4161,2022-05-16,-146000,28.66
4157,2022-05-16,-1115000,46.46
4154,2022-05-16,46000,68.16
4153,2022-05-16,-2148000,31.02
4150,2022-05-16,-204000,35.16
4148,2022-05-16,-5526000,40.18
4147,2022-05-16,-1823000,39.20
4138,2022-05-16,-166000,28.56
4137,2022-05-16,-11067000,13.27
4133,2022-05-16,37201000,58.59
4132,2022-05-16,13436000,64.35
4130,2022-05-16,-1253000,31.73
4129,2022-05-16,-1151000,26.47
4128,2022-05-16,-771000,49.03
4127,2022-05-16,-1611000,36.81
4126,2022-05-16,6558000,92.66
4123,2022-05-16,-4920000,37.77
4121,2022-05-16,-1178000,49.24
4120,2022-05-16,36000,57.50
4119,2022-05-16,-2277000,22.07
4117,2022-05-16,2288000,61.94
4116,2022-05-16,-11945000,39.80
3689,2022-05-16,1512000,53.20
3687,2022-05-16,9892000,64.25
3686,2022-05-16,-1773000,27.93
3685,2022-05-16,-17000,49.09
3615,2022-05-16,0,50.05
3611,2022-05-16,-17706000,1.93
3609,2022-05-16,52000,57.28
3607,2022-05-16,473000,59.79
3605,2022-05-16,708000,52.26
3603,2022-05-16,-12000,25.83
3597,2022-05-16,98000,66.20
3596,2022-05-16,177849000,64.52
3594,2022-05-16,-2899000,30.00
3593,2022-05-16,-131000,23.76
3592,2022-05-16,-44858000,39.96
3591,2022-05-16,-672000,41.62
3588,2022-05-16,-14307000,42.64
3587,2022-05-16,-14364000,22.26
3585,2022-05-16,298000,67.12
3583,2022-05-16,-7991000,39.68
3580,2022-05-16,-14256000,22.25
3577,2022-05-16,-1421000,25.89
3576,2022-05-16,-31949000,24.50
3570,2022-05-16,0,50.03
3567,2022-05-16,-579000,5.33
3564,2022-05-16,-423000,19.26
3563,2022-05-16,715000,59.97
3617,2022-05-16,-2109000,34.53
3264,2022-05-16,-20199000,32.93
3622,2022-05-16,-460000,36.35
3624,2022-05-16,-33409000,42.64
3682,2022-05-16,3526000,66.67
3680,2022-05-16,-33404000,32.19
3679,2022-05-16,-2618000,3.05
3678,2022-05-16,-178000,39.35
3675,2022-05-16,35468000,52.70
3673,2022-05-16,-4901000,37.25
3672,2022-05-16,2000000,91.28
3669,2022-05-16,-3101000,27.01
3666,2022-05-16,-631000,28.45
3665,2022-05-16,-422662000,30.15
3664,2022-05-16,187000,95.88
3663,2022-05-16,-1031000,24.24
3661,2022-05-16,-414935000,38.13
3653,2022-05-16,-2787000,48.77
3652,2022-05-16,291000,75.04
3646,2022-05-16,235000,80.16
3645,2022-05-16,4052000,54.10
3642,2022-05-16,23000,80.00
3631,2022-05-16,41000,66.92
3630,2022-05-16,955000,70.65
3628,2022-05-16,-1903000,27.39
3627,2022-05-16,636000,90.59
3625,2022-05-16,701000,83.39
3623,2022-05-16,-436000,27.70
3260,2022-05-16,-1127000,49.08
